,Provider,deductible_mean_ip,reimbursement_mean_ip,reimbursement_std_ip,DiagnosisGroupCode_nunique_ip,age_mean_ip,age_std_ip,inpatient_duration_mean_ip,inpatient_duration_std_ip,claim_duration_mean_ip,claim_duration_std_ip,total_claim_mean_ip,total_claim_std_ip,total_claim_amount_ip,covered_percentage_mean_ip,covered_percentage_std_ip,Race_nunique_ip,Gender_mean_ip,num_chronic_conditions_mean_ip,number_chronic_conditions_max_ip,claim_count_ip,attending_ratio_ip,operating_ratio_ip,other_ratio_ip,patient_ratio_ip,num_state_ip,num_county_ip,claim_freq_ip,mean_diagnosis_billed_ip,mean_procedures_billed_ip,total_reimbursement_ip,deductible_mean_op,reimbursement_mean_op,reimbursement_std_op,age_mean_op,age_std_op,claim_duration_mean_op,claim_duration_std_op,total_claim_mean_op,total_claim_std_op,total_claim_amount_op,covered_percentage_mean_op,covered_percentage_std_op,Race_nunique_op,Gender_mean_op,num_chronic_conditions_mean_op,number_chronic_conditions_max_op,claim_count_op,attending_ratio_op,operating_ratio_op,other_ratio_op,patient_ratio_op,num_state_op,num_county_op,claim_freq_op,mean_diagnosis_billed_op,mean_procedures_billed_op,total_reimbursement_op,inpatient_practice,outpatient_practice
1092,PRV52365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.044654939106901,273.51826792963465,549.1575865656715,72.06224627875507,13.000997286698798,1.3301759133964817,4.501646353025937,276.56292286874157,548.4331831692912,204380.0,0.9462935012666904,0.20348488729926656,4.0,1.6211096075778078,4.508795669824087,10.0,739.0,0.012178619756427604,0.012178619756427604,0.0027063599458728013,0.5155615696887687,43.0,91.0,61.583333333333336,2.602165087956698,0.0,202130.0,0,1
1093,PRV52366,1068.0,9052.0,8390.526403827911,23.0,70.44,11.35811017144431,4.36,3.1738514983113713,4.36,3.1738514983113713,10120.0,8390.526403827911,253000.0,0.8188862084273696,0.1503449353589549,3.0,1.56,6.04,11.0,25.0,0.76,0.48,0.08,1.0,17.0,23.0,2.0833333333333335,8.64,0.84,226300.0,2.5654450261780104,285.75916230366494,617.1021621531004,71.78534031413612,12.647487570947082,1.387434554973822,4.561468970992347,288.32460732984293,616.3665342974248,55070.0,0.9396168572250138,0.22088337609371791,3.0,1.5863874345549738,4.654450261780105,10.0,191.0,0.2774869109947644,0.13089005235602094,0.18324607329842932,0.6178010471204188,29.0,44.0,15.916666666666666,2.743455497382199,0.0,54580.0,1,1
1094,PRV52367,1068.0,14750.0,12763.88133236386,4.0,79.25,13.225606476327153,6.75,4.349329450233296,6.75,4.349329450233296,15818.0,12763.88133236386,63272.0,0.8699101155660289,0.10895730629916982,2.0,1.5,6.0,10.0,4.0,0.75,0.5,0.25,1.0,4.0,4.0,0.3333333333333333,9.25,1.5,59000.0,1.7064846416382253,333.1740614334471,862.2862016589747,70.0716723549488,14.624699374096272,1.1945392491467577,4.444448308059059,334.8805460750853,863.2515007169765,98120.0,0.9619591346160505,0.18015406434145995,3.0,1.5870307167235496,4.559726962457338,10.0,293.0,0.16382252559726962,0.07167235494880546,0.11262798634812286,0.6006825938566553,30.0,55.0,24.416666666666668,2.638225255972696,0.0,97620.0,1,1
1095,PRV52369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0895795246800732,299.41499085923215,626.6589891155563,71.56124314442413,12.885427663481293,1.4442413162705667,4.561956347287155,302.50457038391227,626.6058764723027,165470.0,0.9383420319162582,0.2250851163062394,3.0,1.6142595978062158,4.83546617915905,11.0,547.0,0.04936014625228519,0.04021937842778794,0.04570383912248629,0.6544789762340036,38.0,73.0,45.583333333333336,2.7989031078610602,0.0,163780.0,0,1
1096,PRV52371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.083333333333333,241.25,628.9336772844456,73.13888888888889,11.27793003127335,1.2083333333333333,4.27550342971033,248.33333333333334,628.380435588972,17880.0,0.9222516166960611,0.24747070741110014,3.0,1.5277777777777777,4.277777777777778,9.0,72.0,0.25,0.1388888888888889,0.20833333333333334,0.6944444444444444,11.0,16.0,6.0,2.7222222222222223,0.0,17370.0,0,1
1097,PRV52372,1068.0,9925.925925925925,6462.471103496925,25.0,75.33333333333333,9.118873074774436,6.0,4.574174999174925,6.0,4.574174999174925,10993.925925925925,6462.471103496924,296836.0,0.8706451907949563,0.06795057374754294,3.0,1.4814814814814814,6.148148148148148,9.0,27.0,0.037037037037037035,0.037037037037037035,0.0,0.8888888888888888,19.0,22.0,2.25,9.037037037037036,0.7407407407407407,268000.0,1.3402061855670102,247.83505154639175,503.4055414626042,73.64948453608247,10.163293057527957,0.9896907216494846,3.8201626420459966,249.17525773195877,503.4871524823415,24170.0,0.9749904543718977,0.1455707816147997,2.0,1.4742268041237114,4.288659793814433,9.0,97.0,0.24742268041237114,0.10309278350515463,0.14432989690721648,0.5773195876288659,16.0,19.0,8.083333333333334,2.381443298969072,0.0,24040.0,1,1
1098,PRV52373,1068.0,12666.666666666666,9865.765724632494,3.0,66.66666666666667,28.36077102854105,3.6666666666666665,2.3094010767585034,3.6666666666666665,2.3094010767585034,13734.666666666666,9865.765724632494,41204.0,0.8961718401009673,0.05557837667132174,2.0,1.6666666666666667,4.333333333333333,8.0,3.0,1.0,1.0,0.6666666666666666,1.0,3.0,3.0,0.25,6.0,2.6666666666666665,38000.0,0.0,285.5,547.9096640870647,69.65,14.836920520320778,2.05,6.142817800188753,285.5,547.9096640870647,5710.0,0.9,0.3077935056255462,3.0,1.7,4.6,9.0,20.0,0.6,0.15,0.25,0.95,5.0,6.0,1.6666666666666667,2.1,0.0,5710.0,1,1
1099,PRV52374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9035087719298245,301.6666666666667,632.4714360936013,72.58333333333333,12.556027154909758,1.8333333333333333,5.591712978880367,305.5701754385965,631.7893820313428,69670.0,0.9536014045977814,0.1878212759148091,4.0,1.5833333333333333,4.337719298245614,10.0,228.0,0.04824561403508772,0.043859649122807015,0.03508771929824561,0.4473684210526316,28.0,46.0,19.0,2.7719298245614037,0.0,68780.0,0,1
1100,PRV52377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5909090909090908,311.3636363636364,629.5239652570671,71.02272727272727,12.515086033883984,0.6818181818181818,2.280072696441296,312.95454545454544,628.854919288815,13770.0,0.9053030303030304,0.2770221105008876,3.0,1.6590909090909092,4.340909090909091,9.0,44.0,0.5909090909090909,0.09090909090909091,0.25,1.0,9.0,9.0,3.6666666666666665,2.1818181818181817,0.0,13700.0,0,1
1101,PRV52378,1068.0,3666.6666666666665,3511.8845842842466,3.0,73.0,4.58257569495584,11.0,13.892443989449804,11.0,13.892443989449804,4734.666666666667,3511.8845842842466,14204.0,0.552297056185277,0.4799052717860055,1.0,2.0,7.0,8.0,3.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,3.0,3.0,0.25,8.666666666666666,0.6666666666666666,11000.0,0.0,102.22222222222223,153.7675012622773,75.11111111111111,10.959521481849062,2.2222222222222223,6.666666666666667,102.22222222222223,153.7675012622773,920.0,0.8888888888888888,0.3333333333333333,3.0,1.5555555555555556,4.333333333333333,7.0,9.0,0.8888888888888888,0.1111111111111111,0.4444444444444444,1.0,5.0,5.0,0.75,2.888888888888889,0.0,920.0,1,1
1102,PRV52380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,70.0,24.494897427831784,73.0,7.164728420068226,5.0,10.0,70.0,24.494897427831784,280.0,1.0,0.0,1.0,1.75,4.0,7.0,4.0,0.75,0.25,0.5,1.0,1.0,1.0,0.3333333333333333,2.0,0.0,280.0,0,1
1103,PRV52381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.875,418.25,778.2710064583357,75.95,15.123876671330681,2.2875,5.646089158418428,421.125,776.9707384972826,33690.0,0.9371794871794872,0.23261550024697641,2.0,1.575,4.8125,10.0,80.0,0.1125,0.0625,0.1125,0.3875,15.0,19.0,6.666666666666667,2.825,0.0,33460.0,0,1
1104,PRV52383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1621621621621623,210.0,346.65129927301757,69.75675675675676,15.798223249164224,1.3918918918918919,4.906851702669253,212.16216216216216,346.5337962931512,15700.0,0.9757882882882882,0.13724408118889148,2.0,1.7567567567567568,4.837837837837838,9.0,74.0,0.2702702702702703,0.17567567567567569,0.1891891891891892,0.6891891891891891,15.0,17.0,6.166666666666667,2.675675675675676,0.0,15540.0,0,1
1105,PRV52384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.727272727272727,238.78787878787878,564.4729708750322,74.96969696969697,13.625538632667075,0.0,0.0,251.5151515151515,564.0873226511632,8300.0,0.8970756516211063,0.2610710324211243,2.0,1.6363636363636365,4.484848484848484,9.0,33.0,0.6363636363636364,0.21212121212121213,0.3333333333333333,0.9696969696969697,9.0,9.0,2.75,3.0303030303030303,0.0,7880.0,0,1
1106,PRV52385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.727272727272727,324.54545454545456,710.712099454968,72.95454545454545,9.589067548527154,0.7272727272727273,2.2078176723767013,327.27272727272725,709.6020468791398,7200.0,0.9659090909090909,0.15990053726670783,4.0,1.4090909090909092,3.727272727272727,8.0,22.0,0.6818181818181818,0.13636363636363635,0.4090909090909091,0.8636363636363636,9.0,9.0,1.8333333333333333,3.227272727272727,0.0,7140.0,0,1
1107,PRV52386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5443037974683542,233.33333333333334,483.6805688213731,71.88607594936708,14.57300790971377,1.9451476793248945,5.50203618696521,236.8776371308017,484.1088679014607,56140.0,0.9561993303165855,0.1821839155548321,3.0,1.5443037974683544,4.329113924050633,10.0,237.0,0.10126582278481013,0.06329113924050633,0.05907172995780591,0.679324894514768,32.0,48.0,19.75,2.6160337552742616,0.0,55300.0,0,1
1108,PRV52387,1068.0,8153.846153846154,5304.811555656397,13.0,76.6923076923077,6.884579573033917,4.769230769230769,2.743290182543769,4.769230769230769,2.743290182543769,9221.846153846154,5304.811555656397,119884.0,0.8471067961086975,0.07866993792610584,2.0,1.1538461538461537,4.923076923076923,7.0,13.0,0.7692307692307693,0.3076923076923077,0.3076923076923077,0.8461538461538461,11.0,12.0,1.0833333333333333,7.384615384615385,0.6923076923076923,106000.0,1.2,314.8,594.2968405551873,66.54,16.80161556857809,1.68,5.471409921639235,316.0,594.5741058496735,15800.0,0.9954166666666667,0.025003542832866925,2.0,1.74,4.54,8.0,50.0,0.44,0.1,0.28,0.56,11.0,14.0,4.166666666666667,2.78,0.0,15740.0,1,1
1109,PRV52389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.456140350877193,261.34502923976606,493.850362209605,70.88304093567251,12.836909289625723,1.6608187134502923,5.132553249132166,263.80116959064327,493.1735718777153,45110.0,0.9545251694374501,0.18007518144613244,3.0,1.4970760233918128,4.807017543859649,9.0,171.0,0.5029239766081871,0.13450292397660818,0.23391812865497075,0.8128654970760234,24.0,34.0,14.25,2.5146198830409356,0.0,44690.0,0,1
1110,PRV52390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.611111111111111,177.77777777777777,205.28880160274713,69.77777777777777,10.378855183527463,2.25,6.0065440503313905,181.38888888888889,207.32517975086904,6530.0,0.877104377104377,0.31713449106454866,3.0,1.5277777777777777,4.555555555555555,9.0,36.0,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.9444444444444444,14.0,15.0,3.0,2.8055555555555554,0.0,6400.0,0,1
1111,PRV52391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.090909090909092,410.45454545454544,858.289979151387,72.63636363636364,9.378523868749818,2.6363636363636362,6.1840459443979094,419.54545454545456,875.700956092983,9230.0,0.9956709956709957,0.02030483012910575,3.0,1.6818181818181819,4.045454545454546,8.0,22.0,0.4090909090909091,0.045454545454545456,0.18181818181818182,0.6818181818181818,5.0,5.0,1.8333333333333333,2.4545454545454546,0.0,9030.0,0,1
1112,PRV52392,1068.0,10000.0,5244.044240850758,5.0,80.2,4.147288270665544,6.6,5.412947441089743,6.6,5.412947441089743,11068.0,5244.044240850758,55340.0,0.8813282031062697,0.06203766617166174,1.0,1.4,6.0,7.0,5.0,0.6,0.6,0.0,0.8,5.0,5.0,0.4166666666666667,8.8,0.4,50000.0,1.8032786885245902,294.91803278688525,565.454904854664,68.93442622950819,12.151072261577713,1.1721311475409837,4.404529267163836,296.72131147540983,564.9097677131897,36200.0,0.9483589043015273,0.2096053033196184,2.0,1.5737704918032787,5.131147540983607,9.0,122.0,0.09836065573770492,0.05737704918032787,0.08196721311475409,0.4426229508196721,20.0,34.0,10.166666666666666,2.5655737704918034,0.0,35980.0,1,1
1113,PRV52393,1001.25,11125.0,9471.888231322553,16.0,65.3125,11.35323008369571,8.875,10.601100571795994,8.875,10.601100571795994,12126.25,9529.037499488952,194020.0,0.8388772297935497,0.23364525539010442,2.0,1.625,6.0625,10.0,16.0,0.5625,0.5,0.1875,0.75,12.0,15.0,1.3333333333333333,8.125,0.8125,178000.0,2.4,259.06666666666666,543.0872045184932,69.06666666666666,12.277570555233579,0.7866666666666666,3.1075032705657093,261.46666666666664,542.3938265348004,19610.0,0.9291904761904762,0.2398256265019346,2.0,1.6133333333333333,4.546666666666667,10.0,75.0,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.7466666666666667,18.0,25.0,6.25,2.506666666666667,0.0,19430.0,1,1
1114,PRV52394,1068.0,5333.333333333333,2309.4010767585028,3.0,79.66666666666667,11.239810200058242,7.0,4.358898943540674,7.0,4.358898943540674,6401.333333333333,2309.4010767585028,19204.0,0.8202517225808407,0.053668875894323384,2.0,1.6666666666666667,6.333333333333333,10.0,3.0,1.0,0.6666666666666666,0.3333333333333333,1.0,3.0,3.0,0.25,8.666666666666666,0.6666666666666666,16000.0,4.782608695652174,343.7391304347826,638.2163479484923,72.06086956521739,12.302679038238999,2.130434782608696,5.797037566390958,348.5217391304348,637.7045505729988,40080.0,0.9716500229447314,0.12934048760682934,4.0,1.5217391304347827,4.373913043478261,9.0,115.0,0.3826086956521739,0.11304347826086956,0.24347826086956523,0.808695652173913,19.0,26.0,9.583333333333334,2.739130434782609,0.0,39530.0,1,1
1115,PRV52395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3771929824561404,294.3311403508772,595.104794796611,72.40899122807018,12.464766866321888,1.518640350877193,4.828074129077483,297.7083333333333,595.3175414939423,271510.0,0.9377527376986854,0.22333162533829304,4.0,1.6260964912280702,4.541666666666667,10.0,912.0,0.029605263157894735,0.02631578947368421,0.020833333333333332,0.4868421052631579,44.0,85.0,76.0,2.606359649122807,0.0,268430.0,0,1
1116,PRV52396,1068.0,8705.882352941177,4934.124870257553,17.0,72.58823529411765,12.903772818101551,6.0,7.881941385217224,6.0,7.881941385217224,9773.882352941177,4934.124870257553,166156.0,0.8239943927937646,0.21875196600919436,2.0,1.411764705882353,5.529411764705882,9.0,17.0,0.4117647058823529,0.5882352941176471,0.17647058823529413,0.9411764705882353,13.0,17.0,1.4166666666666667,8.352941176470589,0.7647058823529411,148000.0,0.0,360.8695652173913,625.7643547438478,74.65217391304348,15.81601229954278,0.9130434782608695,3.0288468174337013,360.8695652173913,625.7643547438478,8300.0,1.0,0.0,2.0,1.434782608695652,6.0,9.0,23.0,0.6521739130434783,0.21739130434782608,0.30434782608695654,0.8695652173913043,4.0,4.0,1.9166666666666667,2.347826086956522,0.0,8300.0,1,1
1117,PRV52397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75,126.25,203.25476624177844,81.875,8.773946823245675,4.25,7.285013971944637,135.0,198.997487421324,1080.0,0.765625,0.4352621336620037,3.0,1.375,6.625,10.0,8.0,0.75,0.0,0.25,1.0,3.0,3.0,0.6666666666666666,2.125,0.0,1010.0,0,1
1118,PRV52398,979.0,15666.666666666666,26537.56628333548,12.0,73.16666666666667,12.126854747237887,5.416666666666667,4.187825066532602,5.416666666666667,4.187825066532602,16645.666666666668,26232.7211333595,199748.0,0.870080344867244,0.0768196693471768,2.0,1.5,5.916666666666667,9.0,12.0,0.6666666666666666,0.4166666666666667,0.0,0.9166666666666666,8.0,12.0,1.0,8.666666666666666,0.75,188000.0,3.3333333333333335,274.72222222222223,518.2910716196402,76.11111111111111,10.152488161678193,1.5277777777777777,4.795748778783804,278.05555555555554,521.4804170789403,10010.0,0.9673996913580246,0.16716047418697247,3.0,1.4444444444444444,4.444444444444445,9.0,36.0,0.5277777777777778,0.19444444444444445,0.2777777777777778,0.8333333333333334,11.0,11.0,3.0,2.2777777777777777,0.0,9890.0,1,1
1119,PRV52399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6497695852534564,273.7327188940092,541.7735672232287,70.7258064516129,13.78441491735223,0.543778801843318,2.7970902906673287,276.3824884792627,541.4223430886842,119950.0,0.9348509341410662,0.23549728373388765,3.0,1.5783410138248848,4.407834101382488,10.0,434.0,0.013824884792626729,0.01152073732718894,0.01152073732718894,0.6382488479262672,39.0,76.0,36.166666666666664,2.5737327188940093,0.0,118800.0,0,1
1120,PRV52400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.207792207792208,280.12987012987014,538.5677306075088,72.98701298701299,9.739868992726887,1.7705627705627707,5.271267410850535,282.3376623376623,537.9919898479887,65220.0,0.9461014030287824,0.21487047381981692,3.0,1.645021645021645,4.683982683982684,9.0,231.0,0.030303030303030304,0.030303030303030304,0.025974025974025976,0.5194805194805194,28.0,41.0,19.25,2.6493506493506493,0.0,64710.0,0,1
1121,PRV52401,1068.0,12750.0,15945.218719101975,4.0,63.25,16.357974609753292,4.25,0.9574271077563381,4.25,0.9574271077563381,13818.0,15945.218719101975,55272.0,0.7868796663319101,0.21570066241498123,2.0,1.75,4.0,7.0,4.0,0.75,0.5,0.25,1.0,4.0,4.0,0.3333333333333333,8.25,0.75,51000.0,5.328467153284672,200.0,435.91519682563194,73.56934306569343,12.843970673179669,0.948905109489051,3.6326160721571297,205.32846715328466,436.60968417571246,28130.0,0.9322526621796695,0.22768153009013592,3.0,1.489051094890511,4.576642335766423,9.0,137.0,0.16058394160583941,0.08029197080291971,0.11678832116788321,0.36496350364963503,28.0,39.0,11.416666666666666,2.54014598540146,0.0,27400.0,1,1
1122,PRV52402,1049.2631578947369,9385.964912280702,10130.84819810427,57.0,69.85964912280701,13.925103996137986,5.456140350877193,5.694829031168151,5.456140350877193,5.694829031168151,10435.228070175439,10113.722825620824,594808.0,0.7845115999685454,0.23784687302749202,4.0,1.6491228070175439,5.982456140350878,10.0,57.0,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.9824561403508771,28.0,43.0,4.75,8.350877192982455,0.6666666666666666,535000.0,2.8289473684210527,277.10526315789474,506.44538623985784,73.92763157894737,13.837324500073008,1.0,3.9449859197828276,279.9342105263158,505.4202850274743,42550.0,0.9577077710301395,0.1792391794443994,4.0,1.5855263157894737,4.394736842105263,9.0,152.0,0.006578947368421052,0.006578947368421052,0.006578947368421052,0.8552631578947368,24.0,29.0,12.666666666666666,2.7171052631578947,0.0,42120.0,1,1
1123,PRV52403,1068.0,6500.0,4949.747468305833,2.0,69.5,6.363961030678928,4.0,0.0,4.0,0.0,7568.0,4949.747468305833,15136.0,0.8204843642891942,0.11740975996047472,2.0,2.0,4.5,6.0,2.0,0.5,0.5,0.0,1.0,2.0,2.0,0.16666666666666666,8.5,0.5,13000.0,2.2429906542056073,232.52336448598132,483.6298461530631,67.3785046728972,12.665123662164232,1.5794392523364487,5.007107405150694,234.7663551401869,485.4064572313226,50240.0,0.9544307074740549,0.18761319679120864,4.0,1.5934579439252337,4.196261682242991,10.0,214.0,0.11214953271028037,0.06542056074766354,0.102803738317757,0.3878504672897196,34.0,57.0,17.833333333333332,2.7757009345794392,0.0,49760.0,1,1
1124,PRV52404,1068.0,8428.57142857143,6373.307431706682,7.0,78.85714285714286,7.081162132224989,7.428571428571429,6.477065767180457,7.428571428571429,6.477065767180457,9496.57142857143,6373.307431706682,66476.0,0.8429032146670902,0.0847149911457182,2.0,1.7142857142857142,4.571428571428571,9.0,7.0,0.2857142857142857,0.14285714285714285,0.0,0.8571428571428571,6.0,7.0,0.5833333333333334,6.285714285714286,0.2857142857142857,59000.0,8.0,80.5,108.11665240061677,73.7,12.035473882608335,0.95,3.8040836783092646,88.5,112.44998888394787,1770.0,0.88989010989011,0.2613025361041225,2.0,1.35,4.05,7.0,20.0,0.45,0.05,0.2,1.0,6.0,5.0,1.6666666666666667,2.35,0.0,1610.0,1,1
1125,PRV52405,1068.0,7681.818181818182,5923.209905483309,22.0,70.54545454545455,14.378314599977656,4.0,2.8949874578229835,4.0,2.8949874578229835,8749.818181818182,5923.209905483309,192496.0,0.8414170658068386,0.0684827757149906,2.0,1.6363636363636365,5.5,8.0,22.0,0.3181818181818182,0.2727272727272727,0.18181818181818182,1.0,18.0,21.0,1.8333333333333333,7.909090909090909,0.5909090909090909,169000.0,1.6417910447761195,299.55223880597015,606.031384415384,70.55223880597015,13.792052588674915,2.7611940298507465,6.191611021175311,301.1940298507463,605.4988486540607,20180.0,0.9440298507462687,0.22006754955731028,2.0,1.5970149253731343,4.447761194029851,9.0,67.0,0.19402985074626866,0.07462686567164178,0.1044776119402985,0.7611940298507462,12.0,15.0,5.583333333333333,2.716417910447761,0.0,20070.0,1,1
1126,PRV52406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0634920634920637,213.015873015873,517.4928234522955,70.15873015873017,11.901756917209067,0.9841269841269841,4.2898682718781185,215.0793650793651,516.9072825574048,13550.0,0.9007215007215007,0.2903187815158204,3.0,1.6666666666666667,3.7777777777777777,10.0,63.0,0.12698412698412698,0.07936507936507936,0.1111111111111111,0.6984126984126984,10.0,17.0,5.25,2.8095238095238093,0.0,13420.0,0,1
1127,PRV52407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.534883720930232,371.3953488372093,851.4849253351991,72.55813953488372,6.949828108807526,0.5348837209302325,3.057767916146416,380.93023255813955,851.0072853850995,16380.0,0.9264950166112957,0.22466532792416005,3.0,1.7906976744186047,4.325581395348837,8.0,43.0,0.11627906976744186,0.09302325581395349,0.09302325581395349,0.4186046511627907,6.0,6.0,3.5833333333333335,2.8372093023255816,0.0,15970.0,0,1
1128,PRV52408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7586206896551726,147.24137931034483,225.62447549166,69.44827586206897,14.123400558992646,1.0344827586206897,3.600424167676931,150.0,224.75383359196726,4350.0,0.9425287356321839,0.21946843279610667,2.0,1.793103448275862,4.655172413793103,8.0,29.0,0.41379310344827586,0.1724137931034483,0.3103448275862069,0.41379310344827586,3.0,3.0,2.4166666666666665,2.5172413793103448,0.0,4270.0,0,1
1129,PRV52409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,164.375,227.21410607618535,71.4375,17.602911690967492,0.0,0.0,170.625,228.45769119613084,2730.0,0.7979166666666666,0.36320971393438295,2.0,1.875,4.125,7.0,16.0,0.6875,0.3125,0.3125,0.9375,7.0,7.0,1.3333333333333333,2.25,0.0,2630.0,0,1
1130,PRV52410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,419.13793103448273,716.8431879287511,71.15517241379311,11.35055717642821,0.06896551724137931,0.4130362103626998,419.13793103448273,716.8431879287511,24310.0,0.9655172413793104,0.18405922400991942,2.0,1.6724137931034482,5.396551724137931,9.0,58.0,0.06896551724137931,0.05172413793103448,0.06896551724137931,0.39655172413793105,15.0,14.0,4.833333333333333,2.413793103448276,0.0,24310.0,0,1
1131,PRV52411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.565217391304348,347.9347826086956,621.7125197697193,71.59782608695652,11.404702888257187,1.576086956521739,4.531292166220599,352.5,620.5290635266964,32430.0,0.954298418972332,0.18305044694977818,2.0,1.5978260869565217,4.521739130434782,10.0,92.0,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.5543478260869565,19.0,24.0,7.666666666666667,2.467391304347826,0.0,32010.0,0,1
1132,PRV52412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1111111111111112,322.85714285714283,756.0731074299638,68.88888888888889,16.237264102049746,1.5396825396825398,3.859740074924805,323.968253968254,755.7319453149264,20410.0,0.9914529914529914,0.06783977720678439,2.0,1.6349206349206349,4.031746031746032,10.0,63.0,0.047619047619047616,0.06349206349206349,0.031746031746031744,0.6349206349206349,15.0,17.0,5.25,2.7936507936507935,0.0,20340.0,0,1
1133,PRV52414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.166666666666667,330.3030303030303,634.8491909563426,69.70454545454545,11.547934375524896,1.446969696969697,4.658267531606712,334.469696969697,633.8773382845825,44150.0,0.945599968776716,0.20227395030193243,4.0,1.643939393939394,4.181818181818182,9.0,132.0,0.05303030303030303,0.05303030303030303,0.03787878787878788,0.44696969696969696,11.0,14.0,11.0,2.522727272727273,0.0,43600.0,0,1
1134,PRV52415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.512195121951219,182.9268292682927,362.25849819182315,64.53658536585365,7.671693297361444,1.0731707317073171,4.349656560594405,192.4390243902439,359.5815657664119,7890.0,0.9232593287471336,0.21085747658407533,2.0,1.2682926829268293,3.8048780487804876,8.0,41.0,0.14634146341463414,0.12195121951219512,0.12195121951219512,0.3170731707317073,11.0,14.0,3.4166666666666665,3.048780487804878,0.0,7500.0,0,1
1135,PRV52416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.476190476190476,229.76190476190476,265.4631304631733,71.88095238095238,10.260514846951217,0.14285714285714285,0.9258200997725514,235.23809523809524,266.2864595005847,9880.0,0.9476925905497334,0.18534182464829124,2.0,1.7619047619047619,2.857142857142857,9.0,42.0,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.5238095238095238,8.0,12.0,3.5,2.8095238095238093,0.0,9650.0,0,1
1136,PRV52417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,210.5,340.0537883149788,77.25,19.009346731486982,2.05,6.142817800188752,216.5,337.2532236200349,4330.0,0.8846153846153847,0.31021235229944166,2.0,1.7,5.75,8.0,20.0,0.05,0.05,0.05,0.35,4.0,3.0,1.6666666666666667,2.45,0.0,4210.0,0,1
1137,PRV52418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.285714285714286,220.85714285714286,360.941346290758,70.77142857142857,19.511814994247658,1.4285714285714286,4.735881272643079,225.14285714285714,368.6411568463408,7880.0,0.9542307692307692,0.1805403142840846,2.0,1.6285714285714286,4.057142857142857,9.0,35.0,0.14285714285714285,0.08571428571428572,0.08571428571428572,0.6857142857142857,9.0,11.0,2.9166666666666665,2.3714285714285714,0.0,7730.0,0,1
1138,PRV52419,854.4,13600.0,11588.787684654508,5.0,69.6,12.660963628413125,8.8,8.78635305459552,8.8,8.78635305459552,14454.4,11167.028467770644,72272.0,0.8737849982023089,0.1324265414992925,1.0,2.0,8.4,10.0,5.0,0.4,0.4,0.2,0.6,4.0,5.0,0.4166666666666667,9.2,2.0,68000.0,2.5233644859813085,424.95327102803736,699.79831842828,72.8785046728972,13.524757369130352,2.6448598130841123,6.42702480604523,427.4766355140187,700.0917641441982,45740.0,0.9419424311780787,0.21370571818045375,3.0,1.7570093457943925,5.5514018691588785,10.0,107.0,0.11214953271028037,0.08411214953271028,0.09345794392523364,0.3177570093457944,22.0,25.0,8.916666666666666,2.8130841121495327,0.0,45470.0,1,1
